Additional Info,Address,ArtBridging Section,Arts Focus,Facebook,Languages,Linkedin,Main Catchment Area,Main Communities Served,Main Community-Engaged Arts / Arts for Social Change Activities,Main Contact Email,Main Contact Name,Mandate/Mission,Organization Name,Phone,Profile URL,Secondary Address,Secondary Contact,Status,Twitter,Website
,"26 Berkeley Street
Toronto, ON  M5A2W3",,,https://www.facebook.com/cdnstage,English,,Ontario,"Adults, Youth","Pay What You Can Tuesdays



Offered for Tuesday night performances only (previously available Monday nights). Tickets must be purchased in person at the box office of the performance on the day of performance. 4 tickets per person; limited number of PWYC seats available. Sales begin no earlier than 10 am. Subject to availability. A contribution of $20 is recommended.



C-Stage Under 30 Savings



Under 30? See shows at Canadian Stage for less. Join C-Stage, our ticket savings program for theatre lovers aged 29 and under, and get theatre tickets for just $15 (taxes and fees included). Visit www.canadianstage.com/online/intermission to join.



Rush Tickets



50% off the top ticket price, available on the day of the performance, one hour prior to show time. Tickets are subject to availability and must be purchased in person at the box office of the performance.



Shakespeare in High Park



A Toronto summer tradition. Pay-what-you-can at the gate.



Canadian Stage RBC Emerging Artist Program



The Canadian Stage RBC Emerging Artist Program (formerly the Gymnasium Program or GYM) is a free program for emerging artists and arts professionals. Members are invited to free panel discussions and workshops led by guest artists and administrators on topics related to skill development and ongoing training. Members also receive our regular e-newsletter, The Relay, which includes workshop opportunities, ticket deals, show listings, job postings, and more.



To become a member, please contact Artistic Coordinator Meghan Hunt at artisticadmin@canadianstage.com with your name, address, email, phone number, and a short statement expressing your interest in the program. Once you are a member, you will receive regular updates with upcoming program sessions, notices from the membership, and special offers. There is no cost associated with becoming a member or participating in program sessions.



MASTERCLASS



Experiences for local artists facilitated by the international creators and practitioners who are featured in our season, creating a lasting Canadian Stage legacy in Torontoâ",eschachter@canadianstage.com,"Erin Schachter, Education & Audience Development Manager","Founded in 1987, Canadian Stage is one of the countryâ",Canadian Stage,,http://artbridges.ca/community/profile/340,,,"Charity, Non-profit",https://twitter.com/canadianstage,http://www.canadianstage.com
,"161 Lakeshore Road West
Mississauga, ON  L5H 1G3",,"Theatre, dance, music, multidisciplinary",,"English, French",,"Ontario, Peel, GTA, and a possibility for other locations in Canada","Adults, All Ages, Children, Seniors, Youth, Open to all",,info@canafrictheatre.org,"Justine Gogoua, Director","CanAfric Theater is a company of professional artists, spotlighting  Afro-Canadian theatre in all its cultural and artistic diversity.",CanAfric Theatre CanAfrique,(905) 891-9494,http://artbridges.ca/community/profile/67,,,"Non-profit, Non-profit organization offering artistic services in schools & community centres & festivals.",,http://www.canafrictheatre.org
,"Toronto, ON",,"Visual art, photography, theatre, spoken word poetry",https://www.facebook.com/CANVASPrograms,English,,Ontario,"Dis/Abilities, Youth","CANVAS workshops are designed to enable and encourage youth to be creators of social change. We believe their ideas and efforts will have the strongest influence on our society. By using art to educate, these difficult topics become more accessible and engaging, and youth are able to creatively share their own ideas and create unique social action projects. Youth can also develop skills in various art forms, including theatre, spoken word poetry, photography and visual art.



CANVAS programs cover an assortment of topics, including body esteem, gender identity, sexual orientation, consent, healthy relationships and the effect of social media. Each workshop culminates with the creation of an arts-based social action project that can be shared with the wider community. Our unique youth programs are intended to be run in schools, camps and community centres. The programs are designed to fit the needs of each different environment and group of young people; the length, focus and depth vary between programs. 



Our programs fall into the following four categories:

1.  School programs

2.  Post-secondary programs

3.  Camp programs

4.  Community-based programs",info@canvasprograms.com,"Ayla Lefkowitz, Co-Founder, Director of Operations and Community Engagement","At the heart of CANVAS is a commitment to supporting youth in developing critical thinking, embracing different identities and challenging harmful social norms. Through our programs, youth develop creative tools to challenge gender-based violence and bullying, and create an environment where they can feel comfortable and confident in their gender, their sexuality and their body.",CANVAS Arts Action Programs,416-841-5278,http://artbridges.ca/community/profile/363,,"Miriam Selick, Co-Founder, Director of Programming","Non-profit, Program, Project",,http://www.canvasprograms.ca
"Dans le recensement de 2001, 410 rÃ©sidents du comtÃ© de Colchester indiquaient que leur langue maternelle Ã©tait le franÃ§ais, et 2505 indiquaient quâ","50 rue Aberdeen, P.O. Box 21
Truro, NS  B2N 5B6",,"Multidisciplinaire: arts visuels, thÃ©Ã¢tre, arts mÃ©diatiques, et musique.",,"English, French",,Nova Scotia,"Adults, All Ages, Children, Seniors, Youth","Voici quelques de nos activitÃ©s artistiques: 

Ateliers pour adultes: crochetage de tapis, matelassage, feutrage, jardinage 

ThÃ©Ã¢tre musicale (ados de lâ",centrefranco@ns.aliantzinc.ca,"Yvette Saulnier, Directrice",Augmenter le nombre dâ,Centre communautaire francophone de Truro (CCFT),(902) 897-6864,http://artbridges.ca/community/profile/68,,,Non-profit,,http://www.centretruro.org/fr
,"2244 chemin Church, C.P. 5617 RR3 Hunter River
Rustico, PE  C0A 1N0",,"Arts visuels, arts mÃ©diatiques, arts dramatiques, littÃ©rature, musique, Ã©ducation",,French,,"Prince Edward Island, Rustico","Adults, All Ages, Children, Seniors, Youth, Tous qui veulent amÃ©liorer leur franÃ§ais ou avoir des expÃ©riences dans la culture acadien",,christopher.ogg@conseilacadienrustico.org,"Christopher Ogg, Directeur",De donner des expÃ©riences en arts au gens de la communautÃ© en franÃ§ais et dâ,Centre communautaire Rustico,(902) 963-3252,http://artbridges.ca/community/profile/69,,,"Non-profit, Program",,http://www.conseilacadien.com
,"715, rue Priestman
Fredericton, NB  E3B 5W7",,"Musique, danse, thÃ©Ã¢tre, variÃ©tÃ©s, humour, arts visuels et films.",,French,,"New Brunswick, RÃ©gion de la capitale provinciale du Nouveau-Brunswick (Fredericton) et dâ","Adults, All Ages, Children, Seniors, Youth, La communautÃ© francophone, francophile et la population en gÃ©nÃ©rale de la rÃ©gion de Fredericton","La programmation annuelle dÃ©bute en septembre et offre une trentaine de manifestations culturelles en franÃ§ais incluant notamment des spectacles de musique, de thÃ©Ã¢tre, de variÃ©tÃ©s, des films et des expositions dâ",msavoie@centre-sainte-anne.nb.ca,"Murielle Savoie, Directrice du dÃ©veloppement culturel",Offrir une programmation culturelle et Ã©vÃ¨nementielle diversifiÃ©e et de qualitÃ© qui rÃ©pond aux besoins de tous les groupes dâ,Centre communautaire Sainte-Anne (CCSA),(506) 453-2731,http://artbridges.ca/community/profile/70,,,"Program, Programmation culturelle annuelle",,http://www.centre-sainte-anne.nb.ca
,"PiÃ¨ce 201, 8627 rue Marie-Anne-Gaboury
Edmonton, AB  T6C 3N1",,Musique,,French,,Alberta,"Children, Youth, les jeunes Ã¢gÃ©s de 7 Ã  18 ans et apporte un appui au dÃ©veloppement des artistes semi-professionnels",,cdma@telusplanet.net,"VÃ©ronique Duquet, Directrice",Le CDM se veut une institution de formation pour les artistes francophones de lâ,Centre de dÃ©veloppement musical,(780) 760-0130,http://artbridges.ca/community/profile/71,,"Brigitte Laird, Ajointe Ã  la direction",Non-profit,,http://www.cdmalberta.ca
,"1439, rue Ste-Catherine Ouest
MontrÃ©al, QC  H3G 1S6",,"Visual arts, poetry, music",,"English, French",,"Quebec, Ville-Marie borough, MontrÃ©al","Adults, Dis/Abilities, Homeless, Marginalized people, Participants must be members to have access to services.",,info@stjamescentre.ca,"Alain Spitzer, Executive Director","St. James Drop-In Centre is a not for profit organization for men and women living through difficult life situations. The centre seeks to be a catalyst for the flow of creativity, compassion and empathy. Art can heal and we at the St. James Centre are always aware of the impact it can have on our artist-members.",Centre de jour St-James / St. James Drop-In Centre,(514) 288-0039,http://artbridges.ca/community/profile/72,,,"Non-profit, Program",,http://stjamescentre.ca/
,"20 Boulevard Charest Est
QuÃ©bec, QC  G1K 3G2",,"cirque social, crÃ©ation musicale, soutien au projet Ã©mergents, murale, Ã©criture, vidÃ©os, couture, danse, dessin, peinture",,French,,Quebec,Youth,"Projets: Cirque social, crÃ©ation musicale, soutien au projet Ã©mergents, murale

Ateliers: Ã©criture, vidÃ©os, couture, danse, dessin, peinture, etc.",coordocirque@centrejacquescartier.org,"Julie ThÃ©berge, coordonnatrice projets de cirque social","Lieu de regroupement et de mise en action, le CJC a pour mission, depuis 1992 de soutenir collectivement les jeunes de 16 Ã  35 ans dans le cheminement d'un projet de vie qui favorise leur inclusion sociale, scolaire et Ã©conomique.",Centre RÃ©sidentiel et Communautaire Jacques-Cartier,418-523-6021,http://artbridges.ca/community/profile/464,,"Claire Goutier, Adjointe Ã  la coordination",Non-profit,,http://www.centrejacquescartier.org
,"CP 190, RR1
La Grand'Terre, NL  A0N 1R0",,"Arts visuels, danse, musique traditionnelle, arts mÃ©diatiques, artisanats",,French,,"Newfoundland, La Grand'Terre, Terre-Neuve-et-Labrador","Adults, All Ages, Children, Seniors, Youth, Portes ouvertes Ã Â  tous avec prioritÃ© aux francophones",,cfenwick@arcotnl.ca,"Catherine Fenwick, Directrice gÃ©nÃ©rale",Centre scolaire et communautaire Sainte Anne gÃ©rÃ© par lâ,Centre scolaire et communautaire Sainte-Anne,(709) 642-5254 poste 11,http://artbridges.ca/community/profile/73,,,Non-profit,,http://www.francotnl.ca
,"732 Charlotte Street
Fredericton, NB  E3B 1M5",,All disciplines,,English,,New Brunswick,"Adults, All Ages, Children, FNMI, Seniors, Youth, At-Risk Youth, Homeless, Newcomers, Marginalized Groups, Artists","The Charlotte Street Arts Centre is a focal point for creation, education and presentation in the arts. Our facility features several galleries, including five visual arts galleries, a new media gallery, a backyard Culture Garden with sculpture and a gazebo, an Auditorium with a grand piano and a Multipurpose Room for short-term rentals as well as 22 permanent tenants, including provincial organizations in the arts, independent artists and cultural groups. We also feature a Belgian cafÃ© in the basement. Our cornerstone ArtReach program offers free arts-based workshops to marginalized groups in the province, through our ongoing partnerships with other helping organizations.",director@charlottestreetarts.ca,"Kate Rogers, Executive Director",The Charlotte Street Arts Centre opens the doors of creative expression to all.,Charlotte Street Arts Centre,(506) 454-6952,http://artbridges.ca/community/profile/74,,"Angeline Ng, Administrator",Non-profit,,http://www.charlottestreetarts.ca
,"305 Dawes Road
Toronto, ON  M4B 2E2",,"Theatre, Art",https://www.facebook.com/childrenspeacetheatre,English,,"Ontario, Toronto","Children, Youth","CPT is recognized as a major local cultural centre providing much needed arts programming for children and youth, support for diverse artists, and mentorship for youth across the GTA who are developing projects of their own. CPT has been playing a significant role in raising awareness and finding solutions to social issues through the transformative practice of collaborative arts.



CPT has played a key role in the development of the Taylor Massey Neighbourhood Youth Alliance, a multi-agency youth service network.  In partnership with the NYA, Childrenâ",karen@childrenspeacetheatre.org,"Karen Emerson, Artistic Director","To create a culture of peace by engaging children and youth in the practice of theatre and art.



We commit to:

Nurturing an ever-expanding circle of young people in mentorship with elders.



Creating innovative and inclusive spaces for people to develop the courage and creativity to get messy, share vulnerably, stumble and fall together, and the compassion to lift each other up.  Spaces where elders and knowledge keepers can hold us through difficult dialogues and reflections on race, class, privilege, power, hetero-normativity, and most of all spirit and love. Where people can work through issues artistically and collaboratively laying the foundations for resiliency in young people, in relationships and in communities.



Creating spaces where young people can engage in their rightful task of identity construction and culture making within a space that embraces and celebrates their spiritual, cultural and holistic self-representation. Where young people and elders share intergenerational knowledge on reclaiming ancestral wisdom, exploring gift economies, culture making and creative entrepreneurship.



Engaging young people, diverse artists and communities to create, perform and exhibit art about issues that impact their lives.



Creating spaces for the community to support the daily struggles where oppression manifests while building capacities and imaginations to create a better world.  Where community can celebrate, grieve, and build relationships that enhance individual power and collective change.



Developing leadership at all levels of this work that lives and models these commitments in order to achieve more than tokenistic manifestations of peace.",Children's Peace Theatre,416-752-1550,http://artbridges.ca/community/profile/344,,,"Non-profit, Shared Platform for Youth Led Arts Initiatives",https://twitter.com/PeaceTheatre,http://www.childrenspeacetheatre.org
